responsable de carga,inventario,n de ficha,titulo,ubicación,sector,sala,caja,SERIES,clasificaci,descripción,dimenciones,materiales,autor,observación,año,fotografia,Fecha de carga,Ancho,Alto,Profundo,diámetro,Estado de conservación,n de inventario anterior,seguimiento,link-fotografias,sobre
Jonathan Mayán,989,7509,fotografía acto escolar en el Instituto Bernasconi,,21F,sala6,70.0,,fotografías,"fotografía en color sepia de un acto en el patio del instituto Bernasconi, izando la bandera. 20/6/1949
----primaria, guardapolvo, maestros, escuela",71X120,papel,,"presenta la inscripción en el reverso :"" 20/6/49""",1949,1,2022-01-26,"4,7",6,,,Bueno,,False,https://drive.google.com/drive/folders/1Ya2aO3V438W2oIKKzKN-_OLT5JV20ib7?usp=sharing,4.0
JUL S,990,7510,VARIOS TIPOS DE ARQUITECTURA COLONIAL,,16B,sala6,,,tabla policromada,"TABLA GRABADA CON IMÁGENES A COLOR DE UN PUENTE, UNA CASA, UNA IGLESIA, VENTANAS Y PATIOS INTERIORES EN DIVERSAS PERSPECTIVAS",74X130,MADERA,"Idea original: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,,1,2011-06-29,130,74,,,Bueno,,True,https://drive.google.com/drive/folders/17qW-7ZvRDSUN_eyGItOzSADswCjHgM5I?usp=sharing,
Jonathan Mayán,991,7511,SUD ARGENTINO,,14A,,,,tabla policromada,"tabla grabada policromada . Presenta ocho ilustraciones con la temática Sud Argentino. Tres paisajes: ¨murallón del ventisquero Moreno¨,¨panorama de Tierra del fuejo- monte Olivia¨,¨paisaje de Tierra del fuego¨.un retrato: ¨Vasco Nuñes de Balboa. Descubridor del oceano pacifico que se une al atlantico en la región del Sud.¨¨.Cuatro escenas:¨indios Onas¨, ¨choza indígena¨,ïndios Onas¨,¨tejedora indigena¨.",80X130,MADERA,,Presenta marco dorado. Presenta alabeo. Presenta dos etiquetas ilegibles en el sectro superior derecho del reverso. Presenta faltante de material madera de dos cm en la esquina inferior izquierda.,,1,2020-11-06,129,80,"2,5",,Bueno,,False,,
JUL S,992,7512,CAPILLAS- IGLESIAS,,15B,sala6,,,tabla policromada,"TABLA GRABADA CON IMÁGENES ACOLOR DE CAPILLITA DE CANDONGA, ANTIGUA IGLESIA DE ISCHILIN, IGLESIA DE ALTA GRACIA.córdoba.

---pampa, arquitectura, religión, colonial",80X80,MADERA,"Idea original: Rosario Vera Peñaloza
Taco: Karl Noisternigg",,1937,1,2011-06-29,80,80,,,Bueno,001074,True,https://drive.google.com/drive/folders/1kfCLWkv1uwwSQ_0j0a5wpqRLnzrz5Dip?usp=sharing,
FER.V,993,7513,El dique,,10A,Cincioni,,,pintura de caballete,"óleo sobre textil con cartón.IMAGEN PICTORICA  A COLOR PAISAJE CON MONTAÑAS Y UNA REPRESA, CON ARBOL EN PRIMER PLANO. El dique de cruz de piedra San Luis.firma en el sector inferior derecho¨A.V.Cincioni¨. Marco dorado ( las dimanciones incluyen el marco)",60X72,"madera, pintura, cartón, metal, textil","CINCIONI, Victor Aurelio","capa pictórica: craquelado , deformación del plano.

soporte: presenta manchas de humedad, inscripción:¨dique cruz de piedra(San Luis)¨.Presenta sello elegible. Presenta la inscripción: ¨62-09¨.

marco:inscripción: ¨54 1/2¨, manchas de pintura, inciciones de clavos, suciedad superficial.",1954,1,2011-07-13,"71,5",60,4,,Bueno,,False,https://drive.google.com/drive/folders/17l8duFjyP4ibod2uieH_n83-Of3VbTAL?usp=sharing,
a.a,994,7514,Las chacras,,10B,,,,pintura de caballete,"Pintura de caballete oleo soble lienzo, paisaje de un atardecer con una montaña de fondo, un lago , un camino, una construccion y vegetacion agreste de San Luis, presenta la firma ""A V Cincioni las chacras ""marco color negro con borde dorado",83X92,"Madera, textil, metal, pintura, papel",Aurelio Victor Cincioni,"reverso:
marco movil con doble espiga, chanfleado
textil sujeto con tachuelas
faltante de cuña en el sector inferior izquieda
presenta suciendad en el textil
en el bastidor presenta marca de humedad en el sector inferior izquierdo
falta de tensión en el textil, roturas en los margenes
faltante de material madera en el bastidor.
marcacion por golpe en el sector superior izquierdo del bastidor.
Presenta la inscripcion en tinta negra en el cabezal superior del bastido : ""46-09""
presenta la etiqueta en el sector central del cabezal superior: firma ilegible ""Septiembre de 1965 estudio: arcos 4678 Bs.Aires-T.E 701-2612--2""
el bastidor esta anclado al marco con clavos.
Presenta faltantes de material madera en las esquinas, presenta insiciones por clavos, manchas color blanco, marcación por golpres y las siguientes etiquetas:
en el sector superior una etiqueta fragmenttada con la inscripcion en tinta :"" urbano j nueñez charuca 747"".
presenta una etiqueta en el parte inferiror  fragmentada con inscripcion en tinta "" Aurelio Victor Cincioni quien autograficamente firma al pie, certifica ser autor de esta obra que ha intitulado las chacras y mide""
presenta la inscripción en tinta:  ""4609"" ""8"" ""15""",1965,1,2021-03-25,92,83,"6,5",,Regular,,False,https://drive.google.com/drive/folders/16RcfEFzLxKoIbpjkg5q_VhZYuVSKk9kP?usp=sharing,
FER.V,995,7515,Garganta del diablo,,10A,Cincioni,,,pintura de caballete,"IMAGEN PICTORICA A COLOR CON DOS CASCADAS QUE DESEMBOCAN EN UN RIO.

---- misiones, iguazú, litoral, cataratas",66X75cm,OLEO SOBRE TELA,Aurelio Victor Cincioni,,1948,1,2011-07-13,75,66,,,Bueno,,False,https://drive.google.com/drive/folders/16PHbno1NIbSkMspOHlh9fVWaHD-e-KGd?usp=sharing,
a.a,996,7516,Lago Lácar,,10A,Cincioni,,,pintura de caballete,"Oleo sobre lienzo, paisaje lago entre montañas, con vegetación en primer plano",64X79,"pintura, madereda, textil",Aurelio Victor Cincioni,"capa pictorica, suciedad superficioal, marcación por golpe.
Marco: suciedad superficial, faltante de pintura, restos de adhesivos.presenta etiqueta fragmentada con la inscripción: Aurelio Victore Cincioni, quien autobiográficamente firma al pié certifica ser autor de esta obra intitulado ¨serenidad (san martín de los Andes) y mide 50x66. firma septiembre de 1965 estudio arcos 4678 aires te 701-2612"",presenta la inscripcion: ""13"",""plateado"",""cincioni serenidad"",""30-19"", marcacion por golpe, inciciones por clavos, presenta etiqueta fragmentada ilegible, faltate de material madera
Soporte:suciedad superficia, roturas en el perímetro.
Bastidor: faltante de cuña.presenta la inscripcion ""30-09""",1949,1,2021-03-29,79,"64,5",6,,Bueno,C12,False,https://drive.google.com/drive/folders/16bTXtoGjBfqKb1ttch7D925kpcM77BH_?usp=sharing,
FER.V,997,7517,Quebrada Santa Elena-paisaje,,10A,Cincioni,,,pintura de caballete,"Ióleo sobre lienzo, PAISAJE MONTAÑOSO CON UN CERRO A LA DERECHA.firma en el sector inferior derecho ¨A.V.Cincioni¨.presenta marco plateado.",76X87,OLEO SOBRE TELA,Aurelio Victor Cincioni,"Bastidor:marcación por golpe, inciciones de clavos,  presenta restauración previa, presenta mancha de humedad, grietas en la madera, presenta suciedad superficial en el reverso del lienzo, machas en el reverso del lienzo.Presenta la inscripción: ¨61-09¨

Marco:marcación por golpe, Presenta alabeo, Presenta la inscripción:¨61-09¨,¨61-09¨,¨19¨,¨40¨,manchas de pintura dorada y blanca, grietas en la madera",1950,1,2011-07-13,87,76,5,,Bueno,c 16,False,https://drive.google.com/drive/folders/16X7q1d6if5rfSuuFun-lhsf2o34ZuE1w?usp=sharing,
LIA P,998,7518,TELEVISOR,,26H,,242.0,,domesticos,"TELEVISOR SONY SOLID STATE BLANCO Y NEGRO



--- tele , tecnología , blanco y negro-",20X30X20cm,"PLASTICO, VIDRIO Y COBRE","SONY CORPORATION 7-35KITASHINAGAWA 6-CHOME SHINAGAWA - KU, TOKYO 141 JAPON",no posee cable,,0,2011-07-14,30,20,20,,Regular,,False,,
E.S.,999,7519,VASIJA PEQUEÑA CON DOS ASAS LATERALES,,26D,,227.0,,domesticos,Vasija pequeña con dos asas laterales manchada de color negro,"12x11x8,5cm",TERRACOTA,,Posee manchas negras en superficie y asa,,0,2018-11-28,11,12,"8,5",,Regular,,False,,
E.S.,1000,7520,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA CON ENGOBE FORMA TRONCO-CÓNICA MACIZA A UN EXTREMO SE ABRE UNA FORMA CONICA HUECA. AL OTR EXTREMO POSIBLE BASE DE APOYO.,13X10X10,CERAMICA,,"Presenta fractura en la parte superior. Presenta fracturas en la base. Presenta la inscripcion en la base:"" Paraguay Trinidad"".",,1,2018-11-28,10,13,10,,Regular,,False,,
E.S.,1001,7521,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA CON ENGOBE FORMA TRONCOCONICA MACIZA A UN EXTREMO SE ABRE UNA FORMA CONICA HUECA.,12X10X10,CERAMICA,,"Presenta rotura en la parte superior. Presenta decoloracion en toda la superficie. Presenta fracturas en la base. Presenta la inscripcion en la base ""Paraguay, Trinidad"".",,1,2018-11-28,10,12,10,,Regular,,False,,
E.S.,1002,7522,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,Fragmento de terracota con forma de candelabro para poner velas,"8x6,4cm",CERAMICA,,"Presenta la inscripcion en la base ""Misones"". Presenta faltante de material en la base. Presenta faltante de material en la boca. Presenta deposito de manchas negras alrededor de la boca",,1,2018-11-27,"6,4",8,,,Regular,,False,,
LIA P,1003,7523,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA CILINDRICO HUECO CON POSIBLE RESTOS DE CERA EN EL INTERIOR,"6,5X6CM",CERAMICA,,Presenta faltante de material en la base. Presenta marcaciones por golpe en la superficie.,,1,2011-06-02,6,"6,5",,,Regular,,False,,
LIA P,1004,7524,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA DE POSIBLE ELEMENTO CONTENEDOR. BORDE Y RELIEVE ACANALADO.,5X4X1,CERAMICA,,PRESENTA PAPEL PEGADO Y GANCHO MARIPOSA  EN UNO DE SUS LADOS,,1,2011-06-02,4,5,1,,Regular,,False,,
LIA P,1005,7525,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA,7X7X1,CERAMICA,,,,1,2011-06-02,7,7,1,,Regular,,False,,
E.S.,1006,7526,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA DE POSIBLE ELEMENTO CONTENEDOR Y BORDE CON CANALETA PERIMETRAL.,6X2X1,CERAMICA,,Presenta papel pegado y una tachuela con gancho para colgar,,1,2018-11-28,2,6,1,,Regular,,False,,
LIA P,1007,7527,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA.,3X4X1,CERAMICA,,PRESENTA PAPEL PEGADO Y GANCHO MARIPOSA  EN UNO DE SUS LADOS,,1,2011-06-02,4,3,1,,Regular,,False,,
LIA P,1008,7528,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA CON RELIEVE EN LA PARTE CONCAVA.,3X3X1,CERAMICA,,PRESENTA PAPEL PEGADO Y GANCHO MARIPOSA  EN UNO DE SUS LADOS,,1,2011-06-02,3,3,1,,Regular,,False,,
LIA P,1009,7529,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACORA CON RELIEVE EN UNO DE SUS LADOS.,4X4X1,CERAMICA,,PRESENTA PAPEL PEGADO Y GANCHO MARIPOSA  EN UNO DE SUS LADOS,,1,2011-06-02,4,4,1,,Regular,,False,,
LIA P,1010,7530,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA CON RELIEVE EN UNO DE SUS LADOS.,6X3X1,CERAMICA,,PRESENTA PAPEL PEGADO Y GANCHO MARIPOSA  EN UNO DE SUS LADOS,,1,2011-06-02,3,6,1,,Regular,,False,,
LIA P,1011,7531,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA. POSIBLE LADRILLO DECORADO CON RELIEVE EN UNO DE SUS LADOS,15X14X4,CERAMICA,,,,1,2011-06-02,14,15,4,,Regular,,False,,
LIA P,1012,7532,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA POSIBLE LADRILLO CON DECORACION DE RELIEVE EN UNO DE SUS LADOS MOTIVOS FITOMORFOS. ENGARZADO CON ALAMBRE,14X10X4,CERAMICA,,,,1,2011-06-02,10,14,4,,Regular,,False,,
LIA P,1013,7533,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA POSIBLE LADRILLO CON DECORACION DE RELIEVE EN UNO DE SUS LADOS .MOTIVOS ZOOMORFOS.ENGARZADO CON ALAMBRE,14X19X5,CERAMICA,,,,1,2011-06-02,19,14,5,,Regular,,False,,
LIA P,1014,7534,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA. POSIBLE LADRILLO DECORADO CON RELIEVE EN UNO DE SUS LADOS,12X12X4,CERAMICA,,,,1,2011-06-02,12,12,4,,Regular,,False,,
LIA P,1015,7535,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA POSIBLE LADRILLO CON DECORACION DE RELIEVE EN FORMA DE CRUZ EN UNO DE SUS LADOS,12X13X4,CERAMICA,,,,1,2011-06-02,13,12,4,,Regular,,False,,
E.S.,1016,7536,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,28D,,264.0,,arqueología,FRAGMENTO DE TERRACOTA. POSIBLE LADRILLO DECORADO CON RELIEVE EN UNO DE SUS LADOS.ENGARZADO CON ALAMBRE,"9X7,5X4cm",CERAMICA,,Presenta relieve en uno de sus lados,,1,2018-11-28,"7,5",9,4,,Regular,,False,,
LIA P,1017,7537,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA DE FORMA CUADRANGULAR ENSANCHADA EN UNO DE SUS LADOS.,5X5X2,CERAMICA,,PRESENTA TRES LADOS CON BORDES Y UNO CON FRACTURA. DECORACION CON RELIEVE EN UNO DE SUS LADOS,,1,2011-06-02,5,5,2,,Regular,,False,,
LIA P,1018,7538,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA CON DECORACION DE RELIEVE EN UNO DE SUS LADOS.PRESENTA UNA FRACTURA PEGADA CON ADHESIVO ATADA CON ALAMBRE,5X7X3,CERAMICA,,PRESENTA UNA FRACTURA PEGADA CON ADHESIVO ATADA CON ALAMBRE,,1,2011-06-02,7,5,3,,Regular,,False,,
E.S.,1019,7539,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA. POSIBLE LADRILLO DECORADO CON RELIEVE EN UNO DE SUS LADOS  CON AGRGADO DE ALAMBRES,7X7X4,CERAMICA,,Presenta alrededor de la piedra un alambre conteniendola. Presenta relieve en una de sus partes.,,1,2018-11-27,7,7,4,,Regular,,False,,
LIA P,1020,7540,FRAGMENTO DE TERRACOTA DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE TERRACOTA. BORDE CON DECORACIÓN DE RELIEVE EN LA PARTE CÓNCAVA. ATADO CON ALAMBRES,8X13X2,CERAMICA,,,,1,2011-06-02,13,8,2,,Regular,,False,,
LIA P,1021,7541,FRAGMENTO DE LLAVE DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO SUPERIOR DE UNA LLAVE,8X4X1,METAL,,La llave presenta faltante para hacer una llave completa,,1,2011-06-02,4,8,1,,Regular,,False,,
E.S.,1022,7542,LLAVE DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,LLAVE,"13,5X4cm",METAL,,Presenta oxidacion en toda la superficie,,1,2018-11-27,4,"13,5",,,Regular,,False,,
LIA P,1023,7543,FRAGMENTO DE LITICO DE LAS MISIONES JESUITICAS,,21G,,81.0,,arqueología,FRAGMENTO DE CUARZO BLANCO/AHUMADO. CON ROTURAS. CORTE TRANSVERSAL EN FORMA DE GOTA,"8,5x5x1cm",CERAMICA,,,,1,2011-06-02,5,"8,5",1,,Regular,,False,,
L.P,1024,7544,TUBO CON BASE,,22C,,40.0,Desconocido,domesticos,TUBO DE BASE ANCHA CON ORIFICIO,"7x5,5x6, 5 cm",TERRACOTA,,"presenta descoloracion oscura en el todo perfil superior . Presenta orficio de 4x2,5 de diamentro.  Presenta hundimiento de un 1 x1 cm en el sector central del lateral derecho.",,1,2017-09-05,"5,5",7,"6,5",,Regular,,False,,
,1025,7545,CONJUNTO LITICO DE ONCE PIEDRAS,,21E,,61.0,,arqueología,Conjunto de once piedras de diferentes tamaños,"A) 6x1,5cm; b) 9,5x3,5cm; c) 8x3cm; d) 8,7x5,7cm; e) 6,7x5cm; f) 8,5x3cm; g) 5,9x1,7cm; h) 8,6x4,2cm; i) 11,2x3x4cm; j) 11x3,6cm; k) 7,4x4,7cm",PIEDRA,,,,1,2018-12-03,"[a1,5][b3,5][c3][d 5,7][e 5][f 3][g 1,7][h 4,2][i3][j3,6][k4,7]","[a 6][b 9,5][c 8][d8,7][e 6,7][f8,5][g5,9][h8,6][i11,2][j11][k7,4]",[i 4],,Regular,,False,,
jonathan Mayán,1026,7546,CONJUNTO LITICO DE OCHENTA Y UN PIEZAS,,24D,pasillo sala 7-8,153.0,,arqueología,"Conjunto de ochenta y un piezas de arqueologia, las cuales podrian ser puntas de flechas y otras herramientas de piedra",,PIEDRA,,"no hay registro del origen.
Se encuentran en vitrina de exhibición ¨Cuyo -Patagonia¨las siguientes  del total de las 81 : 80,77,74,71,70,69,65,64,63,59,57,49,44,43,36,34,33,30,20,18,14,13,12,11,7,5,2",,0,2018-12-03,,,,,Regular,1026,False,,
,1027,7547,CONJUNTO LITICO DE CINCO PIEZAS,,23D,,152.0,,arqueología,Conjunto litico de cinco piezas de posibles herramientas de nativos,"a) 7,9x4,9cm; b) 6,5x4,7cm; c) 6x4,9cm; d) 7,9x5,2cm; e)6,9x3,1cm",PIEDRA,,"a) Presenta la inscripcion ""bahia nodales s. cruz raedera viii-169"". B) Presenta lainscripcion ""cuhcillo bahia nodales viii-285"". C) Presenta la inscripcion ""cuhcillo b nodales s. cruz"". D) Presenta la inscripcion ""cuchillo b. nodales"". E) cuhcillo b. nodales s.cruz""",,1,2018-12-03,"[a 4,9][b 4,7][c 4,9][d5,2] [e 3,1]","[a 7,9][b 6,5][c 6] [d 7,9] [e6,9]",,,Regular,,False,,
E.S.,1028,7548,CEPILLO CON MANGO DE MADERA,,21E,,61.0,,domesticos,Cepillo de madera tallado en la parte superior y con una hoja en el mango,"26x5,5x4cm",MADERA,,"presenta faltante de material en la parte inferior del mango de 1,5cm.",,1,2019-03-12,"5,5",26,4,,Regular,,False,,
E.S.,1029,7549,PISADOR,,21E,,61.0,,domesticos,Pisador de cuero,"8,5x4,5x4,5cm",CUERO Y METAL,,Presenta desgate en el cuero y manchas en la parte del metal,,0,2019-03-12,"4,5","8,5","4,5",,Regular,,False,,
E.S.,1030,7550,RED,,26G,,239.0,,domesticos,red a base de sogas trenzadas de esparto,93X142Cm,ESPARTO (TEXTIL),,,,0,2019-03-12,142,93,,,Regular,,False,,
E.S.,1031,7551,LADRILLO DE BARRO,,26G,,239.0,,arqueología,Ladrillo de terracota,35X20X9cm,TERRACOTA,,,,0,2019-03-12,20,35,9,,Regular,,False,,
E.S.,1032,7552,CAMPANA,,27B,,254.0,,domesticos,campana de metal con aro en la parte superior,24X24dm,METAL,,Presenta oxidacion en toda la superficie. Presenta perforaciones en la superficie.  Presenta una inscripcion ilegible en la parte inferior,,0,2019-03-12,,24,,24,Malo,,False,,
E.S.,1033,7553,CAMPANA CONSEJO FEDERAL DE EDUCACION,,25H,,241.0,,domesticos,campana con aro de metal en la parte superior,29X38dm,HIERRO,,"Presenta una fisura de 7cm en la parte inferior en forma vertical debajo de ""C"" de eduacion. Presenta una deformacion ovalada en todo el perimetro. Presenta erosion en el material en toda la superficie. Presenta oxidacion en el aro de metal en la parte superior. Presenta oxidacin en el interior de la campana. Presenta la inscripcion ""Consejo federal de eduacion"".",,0,2019-03-13,,29,,38,Regular,,False,,
E.S.,1034,7554,VASIJA CON DOS ASAS Y MANCHA NEGRA,,28D,,264.0,,domesticos,Vasija de terracota con dos asas y mancha negra en la superficie.,16X28dm,TERRACOTA,,Presenta faltante de material de 2cm en la base. Tiene una inscripcion en tiza en la base ilegible. Tiene una macha negra al frente.,,0,2019-03-13,,16,,28,Bueno,,False,,
E.S.,1035,7555,CANASTO MIMBRE CON MANIJA CIRCULAR,,27T,,246.0,,domesticos,Canasto de mimbre con manija circular y con la base en forma de copa y agujero en el fondo circular,33 x 22,FIBRA VEGETAL - MIMBRE,,,,0,2019-03-15,22,33,,,Bueno,,False,,
E.S.,1036,7556,ADORNO DE MIMBRE,,27T,,246.0,,domesticos,Adorno de mimbre tipo florero. Tiene un orificio en el medio,14 x 18,FIBRA VEGETAL - MIMBRE,,Presenta decoloracion en toda la superficie. Presenta fractura en algunas de las fibras,,0,2019-03-15,18,14,,,Regular,,False,,
E.S.,1037,7557,CESTA DE MIMBRE OVALADA,,27T,,246.0,,domesticos,Cesta de mimbre de forma circular ovalada,16 x 6,FIBRA VEGETAL - MIMBRE,,Presenta fracturas en distintas zonas,,0,2019-03-15,6,16,,,Regular,,False,,
MARIANA,1038,7558,ROCA,,,,,,mineralogía,FRAMENTO DE ROCA SEDIMENTARIA DE COLOR ROJIZO,3X7X5,ROCA,,,,1,2011-06-03,7,3,5,,Bueno,,False,,
E.S.,1039,7559,MORTERO DE MADERA,,28B,,256.0,,domesticos,Mortero de madera con un motivo de ytres lineas continuas en su superficie,"13 x 12,5",MADERA,,"Presenta sisura y faltante de material en la bas de 2cm. Presenta faltante de material en la parte media de 5x1,5cm. Presenta una sisura en forma vertical desde el margen superior hacia debajo de 9cm. Presenta una perfoacion de 0,5cm de diametro en la base. Presenta cuatro perforaciones en su interior de 0,5cm de diametro. Presenta sisura en la parte interior de 5cm. Presenta tres perforaciones en la base de 0,5; 0,5; y 1cm de diametro",,0,2019-03-15,"12,5",13,,,Regular,,False,,
MARIANA,1040,7560,ROCA,,,,,,mineralogía,FRAMENTO DE ROCA DE TONO AZUL Y NEGRO,4X6X5,ROCA,,,,1,2011-06-03,6,4,5,,Bueno,,False,,
E.S.,1041,7561,VASIJA CON SERPIENTE,,28B,,256.0,,domesticos,Vasija de ceramica con motivo de serpiente y figuras,13 x 8,TERRACOTA,,,,0,2019-03-15,8,13,,,Regular,,False,,
MARIANA,1042,7562,ROCA,,,,,,mineralogía,FRAGMENTO DE ROCA NEGRA,2X6X1,ROCA,,,,0,2011-06-03,6,2,1,,Bueno,,False,,
E.S.,1043,7563,conjunto de vasijitas y piedras,,28B,,256.0,,domesticos,conjunto de trece vasijas pequeñas y dos piedras,"Vasija: 3x1,5cm; piedra A: 8.5x5x5cm; Piedra B: 5x4x2cm",TERRACOTA,,,,0,2019-03-15,,,,,Regular,,False,,
MARIANA,1044,7564,TUBO DE MADERA CON TRIANGULO,,22C,,,Desconocido,domesticos,posible pieza de telarINSTRUMENTO COMPUESTO TALLADO EN UNA SOLA PIEZA CON SECCIÓN TROCOCONICA HUECA QUE SE ABRE A UNO DE SUS EXTREMOS UNA FORMA DE BASE TRIANGULAR TAMBIEN PERFORADA,"11,5x5,4x1,2 cm",MADERA,,"presenta decoloracion oscura de 0,4 cm en el sector superior del dorso. Presenta decoloracion oscura de 1cm en el sector central del dorso. Presenta hueco de 0,7 cm de diametro en perfil superior. Presenta hueco de 1,3 cm de diametro en la base. Presenta incrustacion en sector central. presenta restos en su interior.",,1,2011-06-03,"5,4","11,5","1,2",,Bueno,,False,,
MARIANA,1045,7565,tubo corto de madera,,22C,,,,domesticos,posible pieza de telarINSTRUMENTO DE MADERA TALLADA. CON FORMA TUBULAR,"12,1x2cm de diametro",MADERA,,"presenta decoloracion oscura de 6,5 cm en la superficie dorsal . Presenta hueco de 12x 1,5 de diametro.",,1,2011-06-03,,"12,1",,2,Bueno,,False,,
MARIANA,1046,7566,soporte de hilo,,22C,,40.0,,domesticos,posible pieza de telar INSTRUMENTO DE MADERA TALLADA EN UNA SOLA PIEZA. COMPUESTO POR UNA FORMA CILINDRICA QUE SE ENSANCHA PARA FORMAR UN CONO Y VUELVE A REDUCIRSE A UN CILINDRO DE MAYOR ESPESOR (POSIBLE USO),22X4X4,MADERA,,"presenta fisura de 4x 0,1 cm en el sector superior lateral derecho. Presenta fisura de 3,5x 0 cm en el sector Lateral izquierdo superior. Presenta fisura de 1,8x0 cm en el sector superior del dorso. Presenta faltante de material en la base. Presenta coloracion blanca de 1 cm en el sector superior del dorso. presenta dos manchas de 1 cm en el sector lateral superior derecho.  presenta coloracion oscura de 0,5 en el dorso.",,1,2011-06-03,4,22,4,,Regular,,False,,
